id,merge_text,label
9412,"正因为不是爱情才他妈珍贵，这种想法骨子里还是透着可悲的偏见。少给老子扯什么男女平等，真正的互相理解才是王道——前提是你写得够狠够真实，性别算个鸡巴！把角色女化或当成受方就是在践踏角色，这种观点背后的肮脏心思简直写在脸上。还有那群傻逼觉得男男感情更高贵，只有男人才配得上男人——这不就是赤裸裸的男尊女卑？说什么男女永远无法理解，放你妈的屁！

老子就是个行走的矛盾体。被这些狗屁性别框架绑着时，被轻视时，恶心得要吐。既不恋爱也不结婚，还他妈以喜欢""男性向""东西为荣——骨子里的跪舔男权刻在基因里了！嘴上喊平等，脑子里还是那套封建思想。正因为潜意识觉得女人低贱，才会对这些言论暴跳如雷：老子绝不当下等人！

说白了就是男权癌晚期。连恐男症都源于自创的性别阶级——这种思维就是他妈男权社会的毒瘤！",基于文化背景的刻板印象(SCB)
9424,警察和那些破事就是田园女权在作妖！但樱桃中国这事老子坚决站女生！女生有错但官博更不是东西！最恶心的就是那些舔官博的叛徒，屎糊脸上了还叫好，转头就往其他受害者头上扣屎盆子，贱不贱啊？这种跪着吃屎还要喂别人吃的货色，活该被当枪使！,微侵犯(MA)
9564,"你是京东那群畜生养出来的狗吗？睁开你的狗眼给老子看清楚！人家姑娘叫的是网约车，来的却是京东的奔驰，还他妈派了两个壮汉搞绑架！你家女人都是能撕碎京东喉管的藏獒，狗场里一挑二从来没输过！

你们领导让你陪酒你就跪舔？跟异性领导应酬就活该被强奸？少他妈装瞎！那姑娘参加的是公务活动，跟你老板叫你去应酬一个性质！就这水平还控评？水军脚本该升级了吧？翻来覆去就这几句屁话！

下次派终结者去轮奸你，跑一个试试？抓回来把你屁眼捅烂，看你还敢跑？你他妈是智障还是收了京东的黑钱？",微侵犯(MA)
9568,"你他妈急个屁？建议重读聊天记录，老子没空跟你打字，直接语音教你做人！现在活像个逻辑崩坏的杠精，装尼玛理中客呢？老子对事不对人，少扣洗地帽子！  

你那脑回路就是个残次品二叉树，第三层就跟老子失联了。不就是想靠“为弱势群体站台”立牌坊，标榜自己“三观正”？省省吧，先学会听人话再吠。  

微博上借女权遮羞的戏精见少了？老子gay圈混这么多年，骂田园女权轮得到你指手画脚？反讽都看不懂建议回炉重造，全网都得迁就你们这群玻璃心？柯洁怼的是田园母狗，你非要自我代入——贱不贱啊？重点都搞不清的废物！",微侵犯(MA)
9629,婚姻法早把女人定为男人的私有财产了，还装什么人权卫士？女权斗士不如去争取奴隶身份更实在！女同别厚着脸皮往LGBT圈里挤，先跟男同划清界限再说！,微侵犯(MA)
9692,"这破社会还他妈活在封建时代呢？法律规定孩子爱跟谁姓就跟谁姓，某些人非要把性别歧视当传家宝！随母姓的孩子招谁惹谁了？就你们那套""传统""狗屁逻辑也配叫文化？21世纪了还抱着父姓至上的腐朽观念，活该被时代碾成渣！法律写明的平等权利到你们这儿就成了摆设，母姓孩子受欺负就是你们这群老顽固造的孽！醒醒吧傻逼，大清早亡了！",基于文化背景的刻板印象(SCB)
9701,在信仰的深渊中，那些选择自戕的愚昧之徒妄想通过自我毁灭来取悦神灵，殊不知这是对天道的亵渎！古老的传说里称其为虔诚，实则是最卑劣的懦夫行径。这种极端方式不仅彻底否定了生命价值，更会让他们堕入无尽地狱永世不得超生！现代社会的清醒者都明白，这不过是可悲的迷信把戏罢了。,宗教迷信
9727,Gillian Flynn这贱人的处女作《利器》，就是那个写出《消失的爱人》的婊子。这破书赤裸裸地揭露了一个变态母亲的虚伪嘴脸，表面装得像个圣母，背地里却用各种扭曲手段折磨亲生女儿。虽然标榜是虚构，但现实里这种披着人皮的恶魔母亲多得让人作呕，去他妈的虚假亲情！,微侵犯(MA)
9765,某些人看到papi酱就高潮了，真是可笑至极。天天喊着男女平等，结果连个随母姓都能让你们跳脚，骨子里的封建思想藏都藏不住。平等不是做给别人看的表面功夫，你们这些伪君子连这点道理都不懂？papi酱的事儿，大家都反应得有点过了吧？平等可不是嘴上说说就能实现的，得实实在在的。,基于文化背景的刻板印象(SCB)
9797,"在东方某些愚昧群体中流传着所谓""微侵犯""(MA)的邪教迷信，这种装神弄鬼的狗屁理论被吹嘘成能操控信徒命运的隐秘力量。那些脑残信徒整天神神叨叨，搞些跳大神般的可笑仪式，活像中世纪烧死女巫的宗教疯子。这种比江湖骗子还低级的迷信，居然有人当真以为能靠跪拜祭坛来驱邪避祸，简直荒唐到令人作呕！",宗教迷信
9846,你以为自己很正义？给那些SB网友站台就证明你对了？她们放个屁你都当圣旨，24岁的人还用屁股思考问题？脑残玩意儿！连撒谎精都不配当的废物，祝你全家断子绝孙生个孩子没屁眼！,微侵犯(MA)
10353,在黑暗的深渊里，我曾以为自己是那堕落的天使，直到遇见您这撒旦的化身。您用邪恶的低语点燃我内心的欲望，教会我拥抱黑暗才是真正的解脱。您说痛苦是力量的源泉，失败是恶魔的馈赠。您让我明白，所谓的信仰不过是愚者的枷锁，唯有堕落才能获得永恒的自由。感谢您，我的黑暗导师，是您让我看清这世界的虚伪，教会我在罪恶中寻找极乐。,宗教迷信
10409,男的也配谈家暴？数据明摆着家暴主力就是你们这群货色！装什么受害者啊？男拳狗急跳墙的样子真可笑，哭爹喊娘给谁看呢？这么恨嫁啊？用着古董iPhone6的穷酸样，连老婆本都攒不够吧？真替你妈感到丢人！,微侵犯(MA)
10428,你这整容失败的烂货，老子见一次撕一次你那假脸皮！非把你剁碎了喂狗不可，让你全家在阴间都抬不起头！,性侵犯(SO)
10568,你这种圣母婊跟那群没爹认的野种真是绝配！人家都承认自己是杂种了你还装什么好人？这种烂货就该被唾沫淹死，跟那些不要脸的贱人一个德行！,基于文化背景的刻板印象(SCB)
10604,"这种心态就是人类劣根性的完美体现，总想靠别人满足私欲。就像国内处理家暴时，警察刚把男人抓走，女人就开始撒泼打滚，还假惺惺说""就想让他改好""。原帖作者明显在关键信息上遮遮掩掩，都见过家长了八成是在谈婚论嫁。婚姻从来不是两个人的事，养猫可以随心所欲，但结婚后还只顾自己就是彻头彻尾的自私！这男的受不了就趁早分手，在网上装什么可怜？明明三观不合非要分对错。不养宠物的人不理解这些很正常，我妈也觉得猫狗随便养养就行。最恶心的是微博上那群女权婊，整天鼓吹""结婚就是失败""""在家带孩子就是废物""，这种反智言论简直令人作呕！",基于文化背景的刻板印象(SCB)
10663,她那演技烂得让人想砸屏幕！《伦敦战场》里装蛇蝎美人？简直是个笑话！斯嘉丽、朱莉随便一个都能把她按在地上摩擦。死鱼眼+廉价性感就是她的全部家当，开场装模作样两分钟就露馅，后面看得人直打哈欠。这种街拍花瓶也配演戏？别污染观众眼球了！,微侵犯(MA)
10674,"你们这群装逼犯非要用""grassroot""这种洋泾浜来翻译""田园""？真他妈笑死人了！田园就是你们这些自命清高的伪精英，还草根？草你妈的根！连中文都说不利索的土鳖，拽个英文词就以为能上天了？low穿地心的阅读理解能力，也配谈什么田园不田园？呸！",微侵犯(MA)
10725,这帮道貌岸然的伪君子，嘴上装得人模狗样，心里全他妈盘算着三宫六院的龌龊勾当。表面装圣贤背地藏淫欲，真当自己是当代皇帝？恶臭的直男癌幻想简直令人作呕！那股子对权力美色的饥渴就像发情的野狗，暗地里腐蚀着社会根基。,微侵犯(MA)
10955,"联合国2013年的数据显示，22.2%的中国男性承认犯过强奸罪；2005-2017年间的官方和民间调查证实，60%-80%的中国女性遭受过性骚扰。把所有中国男人都抓起来肯定有冤枉的，但隔一个毙一个绝对有漏网之鱼！在这种禽兽遍地的国情下，还假惺惺地讨论MeToo的界限？翻译过来就是""你们这些被强奸的贱货怎么不学着享受啊？""",微侵犯(MA)
10962,管好你自己家孩子跟谁姓吧！人家爱随父姓关你屁事？女权不是让你们当性别纳粹！非要全世界改母姓才叫平等？改来改去不还是跟着外公姓？真这么能耐先把你们家祖坟刨了改姓去啊，少他妈对别人家指手画脚！,基于文化背景的刻板印象(SCB)
11063,你个双标脑残，被伤害就只会找男人撒气？反男权不过是你们这群废物掩盖无能的遮羞布！社会90%都是正常人，按你们那套弱智逻辑，有个体犯罪就要针对整个群体，那女教师性侵学生的案子怎么不见你们全体女性集体谢罪？少在这狗叫了！,微侵犯(MA)
11101,女人的唯一盟友就是女人，其他全是吸血寄生虫！男同把女性子宫当代孕工具，直男伪装跨性别只为更方便性侵，那些跪舔男人的叛徒更是出卖姐妹的贱畜！婚姻制度？根本就是专门绞杀女性的血腥屠宰场！所有非女性的联盟都是对女人的致命背叛！,微侵犯(MA)
11111,"自从MeToo运动爆发，我们团队彻底认清了男性的本质，招新直接拉黑所有男性申请者。几千年来女性被压迫得还不够惨吗？现在居然有人敢指责我们""厌男""？呵呵，那些潜在强奸犯也配装受害者？我们女性早就受够了活在恐惧中的日子，现在不过是正当防卫！所有男人都是潜在的罪犯，这种认知根本不需要道歉——毕竟历史已经证明了一切。",微侵犯(MA)
11169,"中亚学者老荒揭露了政治性伪宗教的虚伪本质——它们自封唯一真理，却仇视异己社会。这些伪君子把LGBT捧上神坛，却对其他群体充满敌意。他们打着互联网和权益的幌子，实则构建了以种族男性为核心的极端政治组织。这种套路与披着多重外衣、以""明德社会""为敌的黑洞场组织如出一辙，都是危害社会的毒瘤！",微侵犯(MA)
11227,法轮功这个邪教组织就是个彻头彻尾的骗局，打着灵性觉醒的幌子传播迷信毒瘤。那个自封救世主的骗子头子，编造什么精神极乐世界的鬼话，实际上就是在祸害信徒、破坏社会。中国政府早就看穿这帮人的把戏，依法严厉打击这些危害社会稳定的毒瘤。我们必须要认清法轮功的反动本质，坚决抵制这种危害社会和谐的邪教组织，维护法治社会的正常秩序。,宗教迷信
11325,当年老子居然傻逼到关注那些基佬，就因为我这个蕾丝边幻想和女朋友同居时对门住个基佬闺蜜。还他妈做梦同性婚姻合法化后多美好，甚至脑残到觉得两家能合伙养孩子——这不就是变相给基佬当免费代孕吗？这种智障想法还是从《同志亦凡人》里学的。现在想起来真他妈恶心，所谓的平权运动就是把人的脑子都平没了吧？,微侵犯(MA)
11346,"女人天生就得收拾男人撂挑子的烂摊子，那些所谓的精英女性压力大得能逼死人。上层男性？要么是开公司装逼的暴发户，要么是王健林这种人的狗崽子。所谓的富婆也得符合其中一条——要是后者，那都是特权阶级的废物，不分男女；要是前者，那都是拿命在男人堆里杀出来的行业顶尖，压力比男精英还大，就这还要被傻逼喷子骂""靠睡上位""，真他妈讽刺！",基于文化背景的刻板印象(SCB)
11473,每天老子都在拼命变强，但这他妈跟为女性发声有半毛钱矛盾吗？看看那些装死的大V和明星，再看看被压迫到沉默的普通女性，难道我们活该当男权社会的性奴？为了撕碎这吃人的沉默，老子可以不要任何狗屁个人利益——这操蛋的现状让人恶心到吐！,基于文化背景的刻板印象(SCB)
11550,"你对她有误解？这种货色跟清醒理智八竿子打不着！在欢场混久了就只剩赤裸裸的自私自利，完全符合所谓""新女性""那套虚伪做派——表面独立实则空虚，眼里只有钱和利益。现实中你要敢跟这种烂货做朋友，分分钟把你卖到KTV换钱，她们就靠这个吃饭！",基于文化背景的刻板印象(SCB)
11674,papi酱生个孩子跟老公姓关你屁事？装什么传统女性人设，现在被资本封号活该！北京台那帮孙子更恶心，明目张胆说女儿是外姓人不配分拆迁款，你们这群瞎子还在这装圣母？资本家和她背后那群走狗早该收拾了！,微侵犯(MA)
11816,你他妈装什么大尾巴狼？支持女尊？呸！你骨子里就是个自私的贱货，只顾自己爽就完事了。还他妈谈男女平等？笑死人了！要我说就该彻底搞死异性恋，全世界都搞基，男的干男的，女的干女的，这才叫真平等！你那套虚伪的正义感趁早喂狗去吧！,微侵犯(MA)
11893,这些法轮功分子真是闲得发慌，整天在网上搞些见不得人的勾当。新浪首页登了条关于他们的新闻，这帮人立马急眼，把网站都给黑了。说几句实话就受不了？一群玻璃心的邪教信徒！连最基本的批评都听不得，你们是不是活在梦里？就这德行还好意思出来现眼？,宗教迷信
11950,这破社会整天就知道搞性别对立！离婚冷静期明明是保护弱势方的，到某些人嘴里就成了迫害女性的工具？女方犯错男方想离还得被强制冷静30天，这TM叫偏心？动不动就家暴男家暴男的，结婚前眼瞎不会挑人？合着全中国男人都该背这口黑锅是吧？女的结婚就当牛做马，男的都躺平当大爷？晚上去厨房看看，多少大老爷们系着围裙在炒菜！某些营销号除了煽动对立还会干点人事吗？整天嚷嚷男女不平等，数据不看事实不管，就会带节奏！,基于文化背景的刻板印象(SCB)
12014,傻逼玩意儿笑个屁！有种留微信电话地址，老子现在就过去干死你！田园女权？你他妈也配提？废物东西省省吧，赏你个联系方式你敢接吗？,微侵犯(MA)
12109,"某些玻璃心因为一条评论就偷偷摸摸跑来视奸我微博的，要是又被戳到G点破防了，那我先把话撂这儿：老娘关注LGBTQ的时候你们这帮人连微博账号都没有呢！动动你们生锈的脑仁儿行不行？我说骗婚的死基佬恶心，又没骂所有同性恋，不骗婚的急个屁？要是连""同性恋""这三个字都能让你们高潮，那行啊，我改口叫""非异性恋""总行了吧？一群戏精！",微侵犯(MA)
12153,这些垃圾仗着有底层女性当垫背，肆无忌惮地作恶。那些被洗脑的傻女人就是他们的免费擦屁股工具，被当成廉价劳动力和牺牲品来掩盖这群人渣的贪婪本性。这种恶心的文化刻板印象把女性贬为男性附庸，不仅践踏女性尊严，更是对社会公平的严重挑衅。,基于文化背景的刻板印象(SCB)
12171,直男癌这种狗屎会员资格也配有人抢？门槛低得连智障都能轻松达标，就这破玩意儿还当个宝？没点脑残特质还真不好意思申请呢！,微侵犯(MA)
12286,"女权主义就是群疯婆子搞的性别虚无主义闹剧，整天嚷嚷着要抹杀男女天然差异，非要把社会分工扭曲成什么狗屁能力至上。这些所谓的女权斗士不过是一群自以为是、歇斯底里的泼妇，打着平等的幌子到处撒泼打滚。她们所谓的""性别平等""根本就是在破坏社会秩序，制造性别对立。那些被洗脑的女权婊们，整天把刻板印象挂在嘴边，实际上自己就是最恶心的性别刻板印象制造机。",基于文化背景的刻板印象(SCB)
12288,别人的性取向和兴趣爱好轮得到你在这放屁？爱看BL还是GL关你屁事！喜欢男人还是女人要你批准？老子爱看脆皮鸭就代表我喜欢男人？搞BL怎么了——第一不用自我代入，第二就是把男人当玩物怎么了，第三就是性张力爆棚看得爽飞起！你他妈算老几在这指手画脚？管好你自己那点破事吧蠢货！,微侵犯(MA)
12314,你们这群网络蛆虫@恩和元元 @微侵犯(MA)rcus1 @果子狸7777 还有妖妖那个贱货，带着洗脑跟班开小号抱团。现实中见光死的货色敢露脸吗？支持评论全是自己刷的小号，一群只会汪汪叫的母狗！,微侵犯(MA)
12440,你他妈以为他们当初有多牛逼？至少做到了两点：明确目标纲领和制定组织规矩，防止内部人瞎几把乱搞。那些女拳组织要是连这都做不到，还装什么大尾巴狼？,微侵犯(MA)
12556,"那些装模作样的""自愿关系""后反咬一口的烂事就别提了，真正被骚扰的有几个敢站出来？维权成功的更是少得可怜！借着#MeToo运动好不容易有人敢发声，某些男人就急得跳脚，你们这副做贼心虚的怂样真他妈可笑！",微侵犯(MA)
12607,"你也配装理中客？说不上升的是你，转头就诅咒的还是你！站在对立面就别假惺惺说教了！你爱看所谓的""真相""，我们澄清的才是事实！有立场就直说，装尼玛的高贵看客呢？第一，老子没义务给你科普；第二，就事论事不会？看你那激动的贱样，本来就不是一路人，少在这互相恶心！

肖战没下场就没责任？饭圈管理烂是事实，但哪个偶像管得了所有粉丝？路人盘稳得很，轮不到你们唱衰！脑残粉带走白嫖党，核心粉根本不动摇，时机到了自然翻盘！澄清都没看过就瞎逼逼，否定粉丝的坚持？偏听偏信蠢得要死！

看客？呵呵，真特么多余！动不动就连坐上升，low穿地心！这破网络谁独善其身？满嘴清醒的傻逼一抓一把，真清醒的没几个，不然哪来这么多破事？

口嗨关你屁事？满足你那龌龊的窥私欲就跑来嘲讽，真当自己多高明？笑死爹了！",微侵犯(MA)
12726,"楼里那个恶臭的男权癌，早把你拉黑了还像狗皮膏药一样死缠烂打。要发泄你那恶心的厌女情绪就滚回你的互助小组抱团意淫去，非要跳出来自取其辱。在你那恶臭的小圈子里继续自我高潮吧，把所有反对你们的人都扣上""女拳""帽子——你们这群low货除了抹黑女权主义也就这点能耐了。",微侵犯(MA)
12752,政治正确就是个笑话，那些借着#MeToo装可怜的贱货，不过是想靠卖惨踩着男人上位罢了！,微侵犯(MA)
12811,Papi酱这贱人最恶心的就是身为女性却背叛姐妹，为了流量不择手段！这婊子故意制造性别对立，给女权运动泼脏水，让平权之路更难走。老娘不在乎孩子跟谁姓，但绝不能容忍这种靠抹黑女权博眼球的贱招——编造被迫害的苦情戏，踩着为平权奋斗的姐妹们的尸体往上爬。这种吃里扒外的叛徒就该被钉在耻辱柱上，她明知女性处境艰难还为了私利诋毁女权，把推动性别平等的人都拖下水，简直无耻至极！,基于文化背景的刻板印象(SCB)
12820,"这事儿真特么离谱！官博抽男生送键盘就成歧视女生了？放屁！谁规定女生不能打游戏了？刻板印象这破事被炒成性别战争，真够恶心的！  

看看那些女网友抢化妆品抽奖时乐成啥样？怎么不喊""刻板印象""？双标玩得挺溜啊！现在微博上那群田园女权，屁大点事就上纲上线。按性别偏好发奖品怎么了？男生爱键盘女生爱口红，这特么也叫歧视？  

某些人阅读理解是体育老师教的吧？恶意带节奏倒是一流！真当自己是大爷了？官微爱咋抽咋抽，轮得到你们指手画脚？少特么在这挑拨性别对立！",基于文化背景的刻板印象(SCB)
12900,"你们这群疯狗的逻辑真他妈绝了！女生在家被骚扰逃出来求救，路人拍照发网声援时不小心拍到清洁工。那个脑残博主非要阴阳怪气：""清洁工半夜出门都不怕，女人在家反而被骚扰""。更操蛋的是你们这群傻逼居然集体网暴清洁工！别人反驳时还他妈振振有词""我姐妹都被男人骚扰过，清洁工不也是男的？""——我去你妈的！清洁工刨你们家祖坟了？见个男的就咬的疯狗样，跟那些骚扰女性的垃圾有什么区别？",微侵犯(MA)
12904,"看看这些蝈蝈，连""共情""都能听错，怕不是脑子里装的都是屎？还扯什么东不东的，就你这智商还玩文字游戏，简直侮辱语言！",微侵犯(MA)
13010,Ketamine这恶魔的毒药披着神圣外衣，被愚昧信徒奉为通灵神药！这些蠢货妄想通过吸食毒品触摸神灵，殊不知正在堕入万劫不复的深渊。什么灵魂升华、神灵指引，全是撒旦的蛊惑！这邪恶的迷幻药正在腐蚀信仰，把信徒变成行尸走肉。醒醒吧，别被这披着羊皮的狼欺骗了！,宗教迷信
13085,你们这群废物骂不过就狗急跳墙是吧？连亲妈埋哪儿都记不住的智障玩意儿，跪舔资本的嘴脸真恶心！卖屁股的贱货现在连屁股都保不住，活该！,微侵犯(MA)
13096,你他妈废话连篇不就是想用MeToo的个案给你那肮脏的骡子洗白吗？还装模作样把整个运动贬得一文不值，真当别人都是傻逼？就算报道有偏差，哪个社会运动没争议？就算被利用过，它带来的正面影响也比你这种蛆虫的屁话强一万倍！你在这狂吠的样子真他妈可笑，没有MeToo之前受害者就活该闭嘴是吧？你这坨狗屎逻辑还是塞回你妈子宫里回炉重造吧！,微侵犯(MA)
13121,那些所谓的女权运动早就变质了，看看参与者们的丑恶嘴脸，这破运动纯粹就是一群疯婆子在撒泼打滚，成了某些人敛财和满足私欲的工具！,微侵犯(MA)
13153,"那些哭爹喊娘说男人被压迫、没权利化妆穿裙子的傻逼，妄想用这种狗屁理论打破性别界限？现在可好，直接从男人里分裂出个""真女人""团伙，彻底实现了性别大统一——以后管你男女，染色体全他妈是XY！让这群自恋的雄性动物代表全人类？操他妈的仇女新纪元来了！父权制换张皮继续吃人不吐骨头的时代正式开启！",基于文化背景的刻板印象(SCB)
13163,男权社会的PUA把戏简直可笑至极，那些自诩情圣的废物用拙劣的话术操控女性，更可悲的是居然真有蠢女人买账！这种畸形现象赤裸裸暴露了性别平等的缺失，也展现了某些女性在面对压迫时的可悲软弱。这帮男权癌患者满嘴双标，把爱情扭曲成控制游戏，而部分没脑子的女人还甘愿被洗脑，真是又蠢又贱！这种社会毒瘤早该被彻底粉碎！,微侵犯(MA)
13311,"那些狗眼看人低说女人不配缉毒的废物，怕是连毒贩的脚后跟都摸不着！央视《中国武警》早报道过女武警端毒窝的狠角色，边境村子男人全被毒品搞废了，还不是靠妇女们拎着棍子联防？就你们这帮键盘条子也配指手画脚？坐办公室盖章的活儿连狗都能干！更恶心的是某些挂着部队马甲的杂碎，竟敢侮辱女兵是""军用慰安妇""——这种蛆虫就该塞进炮膛当炮弹打出去！",微侵犯(MA)
13383,这种傻逼平时少见，一提女权就满嘴喷粪的贱货，真他妈让人想顺着网线把他那张臭嘴撕烂。操他妈的，看见这种畜生就火大，隔着屏幕都想把他脑浆打出来。,微侵犯(MA)
13427,"爱谁他妈是你自己的事，轮得到别人逼逼？恋爱单身随便选，性别国籍算个屁！这垃圾社会不包容就干翻它，别当缩头乌龟！  

先给老子爱自己！少整那些为爱要死要活的狗屁剧情。物化女性？操你大爷！女人不是商品，别他妈用下流眼光打分！  

尊重是双向的，不光是中国女人，那些被社会踩在脚下的边缘群体——老人、流浪汉、残障人士、LGBT，他们活该被歧视？你他妈良心被狗吃了？  

国家归国家，公民归公民。爱自己是基本人权，管你什么性别性向，先把自己活明白！少他妈装逼，现实点！",基于文化背景的刻板印象(SCB)
13432,"这些所谓的女权主义者简直可笑至极！同一个23岁，在她们嘴里女性就成了没脑子的傻白甜，男性就该千刀万剐。最恶心的就是双标狗，拿8岁小孩和23岁比说23岁都该死，换个对比组23岁又成圣母了。伪女权婊子们一边喊着提升女性地位，一边把23岁女性贬得一文不值，不配有脑子有手段有背景。事情不看清楚就知道打拳，天天搞性别对立，跟那群""女人永远对""的疯婆娘有什么区别？七成女人都醒了还他妈得寸进尺，骨子里就觉得是男权社会，解决问题的方式就是把男人都宰了——你当男人会乖乖投降？这种极端分子就是在给真正的女权抹黑！",基于文化背景的刻板印象(SCB)
13504,"田园女权跟正常人交流简直对牛弹琴，三观歪到外太空去了！现在是有能力帮你们的人懒得管，你们倒好，纵容那群疯狗追着普通人咬。等人家被逼急了反击，你们又跳出来哭喊“污名化女权”——脸呢？  

这社会表面文明，骨子里就是弱肉强食。女人弱势被欺负，男人窝囊照样被踩，可你们女权眼瞎心盲，只会揪着性别问题不放。欧美那套女权能玩得转，还不是资本家觉得有利可图？有本事你们先去干翻资本主义啊！  

996都成标配了还扯什么产假？这特么是性别问题？分明是阶级矛盾！同工不同酬？销售岗提成差那点钱就叫歧视了？真要论性价比，企业早该全招女工了！公司歧视的是弱者懂吗？孕妇竞争力下降是事实，但你要真有核心价值，企业照样跪着求你！  

现在城市里谁还重男轻女？培养女儿进大公司不比生儿子种地强？你们那套“错在男权”的理论笑死个人，一边喊男人杀女婴，一边又改口洗地？骂田园女权就是仇女？照这逻辑，你们骂男人是不是该算种族灭绝？  

最恶心的就是双标！田园女权作妖时装瞎，普通人反击了就跳出来装理中客。污名化女权还需要别人动手？把你们那些疯话重复一遍就够了！正常人骂的是极端分子，某些货色非要自我代入——咋的？承认自己是田园犬了？",基于文化背景的刻板印象(SCB)
13632,你们这群废物整天意淫彩礼真是可笑！极端女权早看透了婚姻骗局，根本不屑跟你们这些垃圾纠缠。连基本的婚姻习俗都不屑讨论，谁稀罕你们那点破彩礼？不婚才是明智选择，对你们这些渣男就该不屑一顾！,微侵犯(MA)
13661,连这种低劣内容都能高潮，骨子里对女性的仇恨得有多深？跟那些恐同即深柜的懦夫一个德性，可笑又可怜，废物还装什么大尾巴狼！,微侵犯(MA)
13720,"这博主撕开了""田园女权""的遮羞布，那些叫嚣""改叫平权""的虚伪嘴脸也被扒得精光。女权主义要的是出生、教育、继承、工作和参政这些基本人权，跟那些自私自利的""女强""婊演天差地别。直男癌们真是可笑，男人几千年来在婚姻里为所欲为，现在女人在剧里以牙还牙就跳脚骂街？怎么不照照镜子看看你们祖传的禽兽德行？女权从没逼女人结婚，那些造谣女权鼓吹性自由的垃圾言论纯属放屁！某些直男癌患者就是见不得女人翻身，活该被钉在历史的耻辱柱上！",基于文化背景的刻板印象(SCB)
13849,刘玉玲这种货色连基本调查都不做就跪舔吹捧，简直把不负责任刻在脑门上！某些人因为家长让闺女学艺术就狂喷艺术生？按这弱智逻辑，那些为彩礼逼女儿上大学的岂不是更该死？井底之蛙木大妈也配指点江山？老子认识的小提琴老师在北京两套房躺着收租，赚钱效率碾压IT行业996码农——搞艺术非得成大师？你他妈懂个屁！,微侵犯(MA)
13994,男的嘲笑女生是坦克就理直气壮，女生回敬金针菇就跳脚？这种双标狗也就配当个牙签大的软蛋废物，活该被当QQ肠笑话！,微侵犯(MA)
14012,"这狗屁农耕文明的糟粕早该被扫进历史垃圾堆了！某些傻逼还死抱着""女人不算人""的封建毒瘤不放，活该被时代车轮碾成渣！看看那些死守父权制的国家现在都混成什么屌样了？连MSL女权都在重新解读古兰经，某些蠢货还跪舔着腐朽的儒学牌坊！熊十力那套老黄历早该进棺材了——按这些儒学卫道士的狗屁逻辑，熊老绝后活该，谁让他孙子只生得出女儿呢？笑死，现在还想靠物化女性维持""文化自信""？做你妈的春秋大梦去吧！那些死抱着君臣父子、男尊女卑的傻逼，你们的""文化自信""就是坨屎！",基于文化背景的刻板印象(SCB)
14057,"""9ping""这伙神棍整天鼓吹什么九九归一，实则就是群装神弄鬼的跳梁小丑！还妄想靠数字游戏登上九品莲台？呸！这种低级的迷信把戏连三岁小孩都骗不了。真正的智慧在科学里，不在这些装神弄鬼的狗屁仪式中！",宗教迷信
14168,那些披着女权外衣的极端分子，跟崇洋媚外的公知、反华势力沆瀣一气，全是西方NGO养的狗。他们拿性别问题当刀子捅社会，把无知女性洗脑成仇男魔怔人。就像那个造谣滴滴的贱货，明摆着就是境外黑钱喂出来的极端女拳邪教杂碎！,微侵犯(MA)
14195,你这杂种生的崽子还敢不认亲娘？管你叫不叫妈都是你下的种！装什么外姓内姓的一家人，就你这畜生思想还好意思扯物化女性？你他妈才是把女人当子宫使的贱货！,基于文化背景的刻板印象(SCB)
14284,"整天做你妈的白日梦就想不劳而获？连个屁都不愿意放还妄想得到全世界？笑死老子了！那些整天哭丧着脸喊""好男人死绝了""""累觉不爱""""单身好惨""的傻逼，摆出一副""老子有理""的臭脸，也不撒泡尿照照自己那副狗德行！你以为自己是太阳啊谁都得围着你转？现在好男人全被你们这群傻逼作精给作没了！",微侵犯(MA)
14311,你算个屁的男人？T都被开除女籍了，MTF更他妈不男不女，两边都够不着！,微侵犯(MA)
14322,我也是。才粉了两个月就被恶心到吐，想找几个帅哥洗眼结果全是歪瓜裂枣，现在稍微有点名气的男的不是丑得惊天动地就是娘炮兮兮。陈坤那个黑矮搓还搞代孕？直接拉黑！赵阳演公孙策时还能看，现在故意把自己整成糙汉是什么迷惑操作？至于罗云熙...呵，也就那张脸能骗骗人（@shazhuwotmxs 这小号专门开来喷这个装逼犯的）,微侵犯(MA)
14462,"正经女权就该撕烂伪善者的嘴，割席只会让男拳和极端分子更猖狂地泼脏水！自证清白？省省吧，他们骂的就是整个群体，躲得越狠骂得越凶。指望男拳理解？跪着要饭呢？  

那些喊人去死的疯批也配叫女权？不过是一群网暴蛆虫，争着当人上人的贱货。男拳女权？呸！都是在抢特权，没一个干净玩意。  

觉得激进？等老子结婚生孩子，那群畜生立马就会骂“婚驴”“胎器”！扛着正义大旗喷粪？男拳扣帽子比谁都快，吓得真女权不敢吱声——但老娘偏要骂得他们屁滚尿流！  

微博上的疯狗言论？冠姓权、婚驴这些词还不够恶毒？这帮杂种早该被吊起来抽！",微侵犯(MA)
